0 -0.778188 0.00262226
1 -0.778119 0.00259159
2 -0.777902 0.00261681
3 -0.777646 0.0026022
4 -0.778241 0.00260841
5 -0.778213 0.00264402
6 -0.778318 0.00260731
7 -0.778799 0.00254716
8 -0.77809 0.0026171
9 -0.77795 0.00264998
10 -0.778556 0.00271353
11 -0.778637 0.00269486
12 -0.778842 0.00269943
13 -0.77881 0.00269927
14 -0.779229 0.00270245
15 -0.779869 0.0028163
16 -0.779987 0.00289031
17 -0.779897 0.00294235
18 -0.779813 0.00291091
19 -0.779301 0.00298686
20 -0.779307 0.00306031
21 -0.779208 0.00303768
22 -0.779474 0.00292804
23 -0.779661 0.00293597
24 -0.779181 0.00287404
25 -0.779408 0.00294087
26 -0.779855 0.00295128
27 -0.779663 0.0028559
28 -0.779316 0.00276889
29 -0.779522 0.00281474
30 -0.779389 0.00284969
31 -0.779159 0.002804
32 -0.779712 0.00288822
33 -0.779388 0.00293229
34 -0.779609 0.00296402
35 -0.779033 0.00296475
36 -0.778804 0.00305231
37 -0.778126 0.00310386
38 -0.77852 0.0030084
39 -0.77816 0.00299856
40 -0.778164 0.00290418
41 -0.777956 0.00282282
42 -0.778426 0.00276768
43 -0.778592 0.00274976
44 -0.778615 0.00275923
45 -0.778627 0.00269381
46 -0.778484 0.00271324
47 -0.778417 0.00271331
48 -0.778341 0.00282013
49 -0.778195 0.00288501
50 -0.777884 0.0028797
51 -0.777702 0.00285491
52 -0.777935 0.00281945
53 -0.778217 0.00278821
54 -0.777828 0.00277124
55 -0.777952 0.00281717
56 -0.778041 0.00281905
57 -0.778031 0.00289559
58 -0.778304 0.00293105
59 -0.778881 0.00298257
60 -0.77882 0.00300567
61 -0.778698 0.00298095
62 -0.778611 0.00310481
63 -0.778392 0.00309785
64 -0.778397 0.00307633
65 -0.778344 0.00309054
66 -0.778457 0.00309713
67 -0.778161 0.00313889
68 -0.77831 0.00323569
69 -0.778326 0.00320608
70 -0.778833 0.00319608
71 -0.77873 0.0031583
72 -0.778949 0.00305945
73 -0.778773 0.00305965
