0 -0.241359 0.00697028
1 -0.24265 0.00688472
2 -0.242562 0.00650339
3 -0.243188 0.00670135
4 -0.241246 0.00704705
5 -0.239934 0.00693091
6 -0.239484 0.00704576
7 -0.237458 0.00740956
8 -0.238968 0.00718665
9 -0.237932 0.0071553
10 -0.236678 0.00692059
11 -0.236427 0.00748472
12 -0.234124 0.00735847
13 -0.235146 0.00792782
14 -0.236221 0.00771066
15 -0.234822 0.00755304
16 -0.234197 0.00747315
17 -0.235946 0.00743248
18 -0.235211 0.00780671
19 -0.231528 0.00788175
20 -0.232181 0.00762328
21 -0.231086 0.00765388
22 -0.232405 0.00781818
23 -0.235294 0.00744578
24 -0.236391 0.00710323
25 -0.236348 0.0075774
26 -0.234206 0.00779898
27 -0.237477 0.00775722
28 -0.238732 0.00740714
29 -0.239866 0.00713233
